# timestamp tx ty tz qx qy qz qw
1772544711.3742 2.712943000 2.510837000 1.426987000 0.838965686 0.165721595 -0.073020319 -0.513167578
1772544711.4242 2.556632000 2.539793000 1.409798000 0.859481079 0.118534037 -0.066624276 -0.492750609
1772544711.4742 2.431668000 2.563313000 1.395516000 0.873654405 0.058958144 -0.031360319 -0.481942370
1772544711.5242 2.305666000 2.529068000 1.392685000 0.880636890 -0.025645951 0.010619547 -0.472977990
1772544711.5742 2.200824000 2.486901000 1.410910000 0.878714410 -0.100298732 0.053141808 -0.463656228
1772544711.6242 2.225946000 2.421088000 1.410326000 0.863062351 -0.147384392 0.084598704 -0.475651426
1772544711.6742 2.283338000 2.337323000 1.379690000 0.862131809 -0.195310611 0.094998564 -0.457774816
1772544711.7242 2.275383000 2.296336000 1.353483000 0.873976020 -0.236178464 0.081951569 -0.416736835
1772544711.7742 2.179992000 2.283795000 1.355126000 0.850200895 -0.288869170 0.124398310 -0.422182545
1772544711.8242 2.051635000 2.302804000 1.397532000 0.832648725 -0.320334348 0.174145096 -0.416839888
1772544711.8742 2.009778000 2.310495000 1.438960000 0.803936792 -0.320450399 0.199774079 -0.459442589
1772544711.9242 2.020180000 2.328673000 1.454264000 0.794160436 -0.313988071 0.189713839 -0.484488754
1772544711.9742 2.061136000 2.363655000 1.461585000 0.785334760 -0.304010290 0.177603902 -0.509199286
1772544712.0242 2.070491000 2.405852000 1.489941000 0.781925518 -0.262190595 0.156944383 -0.543338787
1772544712.0742 2.003033000 2.391794000 1.490573000 0.799720524 -0.208017907 0.119141235 -0.550437099
1772544712.1242 1.960698000 2.329670000 1.537684000 0.776921924 -0.201822277 0.130260783 -0.581972697
1772544712.1742 1.949507000 2.272822000 1.578336000 0.741020971 -0.190030848 0.140494140 -0.628520162
1772544712.2242 1.956978000 2.242668000 1.585321000 0.720762056 -0.184271748 0.143704721 -0.652606263
1772544712.2742 1.965989000 2.201849000 1.601612000 0.698454083 -0.202942008 0.171533996 -0.664494187
1772544712.3242 1.989928000 2.168009000 1.585468000 0.696170066 -0.247986521 0.182086909 -0.648609499
1772544712.3742 2.019480000 2.152686000 1.559602000 0.711216959 -0.285805730 0.193537794 -0.612395823
1772544712.4242 2.090980000 2.138231000 1.541206000 0.715089570 -0.311804343 0.205837102 -0.590809653
1772544712.4742 2.153059000 2.109187000 1.569386000 0.693045209 -0.321450964 0.257409788 -0.591690643
1772544712.5242 2.124518000 2.110377000 1.595470000 0.678355301 -0.326668836 0.295593507 -0.588001731
1772544712.5742 2.031412000 2.131889000 1.596754000 0.660086311 -0.366508663 0.320152164 -0.572241255
1772544712.6242 1.984122000 2.145507000 1.538489000 0.679434327 -0.390508530 0.308594467 -0.539111805
1772544712.6742 2.000673000 2.185596000 1.445928000 0.734970893 -0.412760394 0.266274134 -0.467487679
1772544712.7242 2.047352000 2.215609000 1.403896000 0.752349089 -0.436830870 0.239640717 -0.430954714
1772544712.7742 2.137723000 2.218994000 1.404801000 0.697576715 -0.504240363 0.272800317 -0.429777116
1772544712.8242 2.208433000 2.226608000 1.405459000 0.666861440 -0.527724292 0.293984547 -0.436320956
1772544712.8742 2.228183000 2.305965000 1.379798000 0.652906931 -0.568106046 0.311423398 -0.392407348
1772544712.9242 2.218048000 2.395908000 1.418776000 0.622218229 -0.573800072 0.368423605 -0.384528282
1772544712.9742 2.247980000 2.442250000 1.484529000 0.587556521 -0.551652682 0.411009690 -0.426060662
1772544713.0242 2.298574000 2.425146000 1.533897000 0.558681628 -0.539885355 0.445597104 -0.444794180
1772544713.0742 2.338592000 2.412514000 1.573314000 0.535761628 -0.532411008 0.471465846 -0.455211987
1772544713.1242 2.312650000 2.449778000 1.616698000 -0.520090341 0.535274817 -0.495023581 0.444902868
1772544713.1742 2.249666000 2.462546000 1.643839000 0.528416223 -0.499914664 0.480780872 -0.489603286
1772544713.2242 2.164688000 2.338975000 1.632393000 0.511887407 -0.503477732 0.497727510 -0.486568372
1772544713.2742 2.104319000 2.191506000 1.595132000 -0.505423854 0.539771938 -0.504269470 0.445987987
1772544713.3242 2.084482000 2.145872000 1.603607000 -0.501460900 0.559525654 -0.498569387 0.432315365
1772544713.3742 2.060159000 2.130966000 1.611126000 -0.488498570 0.560439811 -0.506692810 0.436507459
1772544713.4242 2.045039000 2.128704000 1.640787000 -0.466710607 0.557250985 -0.530590489 0.436034726
1772544713.4742 2.052730000 2.126343000 1.605490000 -0.479530425 0.574635564 -0.513912408 0.419211852
1772544713.5242 2.048672000 2.096723000 1.573017000 -0.473494475 0.601856309 -0.509909314 0.391873012
1772544713.5742 2.051542000 2.083219000 1.555500000 -0.462761800 0.624885222 -0.509928240 0.367890155
1772544713.6242 2.035875000 2.061365000 1.584533000 -0.437668074 0.621053272 -0.544380477 0.355512851
1772544713.6742 2.009375000 2.051852000 1.631723000 -0.412155616 0.605364835 -0.580024774 0.356696547
1772544713.7242 2.001314000 2.046552000 1.646502000 -0.394559225 0.606477915 -0.591570882 0.355740704
1772544713.7742 2.004699000 2.041425000 1.630417000 -0.365838515 0.630565855 -0.602162508 0.325498383
1772544713.8242 2.031817000 2.049158000 1.583894000 -0.361486967 0.666648913 -0.574162100 0.308616724
1772544713.8742 2.049981000 2.055045000 1.537138000 -0.379333967 0.688999441 -0.544439864 0.291497421
1772544713.9242 2.056594000 2.055039000 1.475233000 -0.433390107 0.702121563 -0.490041921 0.281171198
1772544713.9742 2.028031000 2.005340000 1.418204000 -0.445823881 0.723216011 -0.451553434 0.272578733
1772544714.0242 2.026651000 1.987246000 1.361254000 -0.458607902 0.750145778 -0.407915938 0.246098946
1772544714.0742 2.030794000 1.999376000 1.307279000 -0.489389538 0.763177275 -0.353226337 0.230845147
1772544714.1242 2.041653000 2.047937000 1.288492000 -0.522142636 0.746645530 -0.327306301 0.250515679
1772544714.1742 2.054843000 2.097641000 1.293627000 -0.559162986 0.709291378 -0.325898865 0.279342847
1772544714.2242 2.069996000 2.116188000 1.309375000 -0.563154101 0.694044252 -0.338308236 0.294461495
1772544714.2742 2.110090000 2.159517000 1.327742000 -0.547174454 0.695768444 -0.356893894 0.298551733
1772544714.3242 2.183902000 2.259200000 1.347215000 -0.524001963 0.711430627 -0.376014928 0.279107827
1772544714.3742 2.254046000 2.342396000 1.339175000 -0.508741542 0.728388514 -0.379394849 0.258247486
1772544714.4242 2.348536000 2.345677000 1.317858000 -0.447557745 0.771996375 -0.384307969 0.236687657
1772544714.4742 2.478435000 2.385376000 1.312068000 -0.400900349 0.811695571 -0.379655487 0.190501762
1772544714.5242 2.601080000 2.469810000 1.310850000 -0.331557791 0.837965707 -0.405487834 0.153174809
1772544714.5742 2.749388000 2.607093000 1.315216000 -0.224625104 0.879769641 -0.404471326 0.109324689
1772544714.6242 2.784661000 2.632468000 1.308312000 -0.158499794 0.896847998 -0.404141706 0.084917398
1772544714.6742 2.776560000 2.622664000 1.294707000 -0.122855334 0.900086691 -0.412409631 0.068328706
1772544714.7242 2.772421000 2.640460000 1.288670000 -0.080697611 0.910438294 -0.401719569 0.056669186
1772544714.7742 2.829119000 2.732627000 1.286114000 -0.028742865 0.919132634 -0.391261813 0.035822389
1772544714.8242 2.840653000 2.770986000 1.307587000 -0.004100024 0.914264064 -0.405055859 0.005844867
1772544714.8742 2.833030000 2.758358000 1.343054000 0.020511438 0.899462059 -0.436437822 -0.008325390
1772544714.9242 2.797306000 2.725633000 1.369636000 0.025040913 0.888246186 -0.458680130 -0.002050405
1772544714.9742 2.727956000 2.670775000 1.396583000 0.012797794 0.873649694 -0.485234951 0.033458496
1772544715.0242 2.661777000 2.620645000 1.417346000 0.014474055 0.859553923 -0.508721939 0.046470888
1772544715.0742 2.616877000 2.607241000 1.419011000 0.005914104 0.849769024 -0.524306983 0.054404203
1772544715.1242 2.585796000 2.587313000 1.404534000 0.007352544 0.854266692 -0.517225422 0.051499732
1772544715.1742 2.568718000 2.519447000 1.401047000 0.042582083 0.858729987 -0.509949786 0.026847557
1772544715.2242 2.548583000 2.446548000 1.419341000 0.067017583 0.857999250 -0.509245762 0.003832175
1772544715.2742 2.535833000 2.486235000 1.416632000 0.102677371 0.855943531 -0.506276170 -0.022415819
1772544715.3242 2.530627000 2.527007000 1.449369000 0.103668126 0.852685321 -0.511432150 -0.024855960
1772544715.3742 2.533636000 2.511781000 1.500486000 0.085595403 0.818411842 -0.567459281 -0.029418503
1772544715.4242 2.563468000 2.486722000 1.530769000 0.073352912 0.793073649 -0.604296657 -0.021888091
1772544715.4742 2.610175000 2.470785000 1.556619000 0.043878724 0.783537281 -0.619755754 -0.006840512
1772544715.5242 2.611362000 2.467348000 1.620274000 0.044378290 0.757848902 -0.650558981 -0.021647666
1772544715.5742 2.593025000 2.474531000 1.656282000 0.081434503 0.737722104 -0.668549475 -0.046648896
1772544715.6242 2.551486000 2.476269000 1.635778000 0.110725925 0.750675018 -0.647215525 -0.073067443
1772544715.6742 2.566355000 2.442999000 1.567874000 0.113415874 0.788099805 -0.600658678 -0.072420229
1772544715.7242 2.609414000 2.405614000 1.482020000 0.107559611 0.820108400 -0.557591638 -0.070318609
1772544715.7742 2.664143000 2.379895000 1.457043000 0.107698969 0.818813128 -0.560860223 -0.058153275
1772544715.8242 2.689884000 2.334760000 1.415131000 0.126382160 0.827254870 -0.545508516 -0.045797248
1772544715.8742 2.724693000 2.276984000 1.392215000 0.145137013 0.832988394 -0.531542758 -0.050278016
1772544715.9242 2.846135000 2.223249000 1.385854000 0.151703683 0.827661443 -0.535184209 -0.074433804
1772544715.9742 3.119496000 2.195861000 1.351861000 0.185403446 0.828592181 -0.514144171 -0.121310886
1772544716.0242 3.215997000 2.196233000 1.359022000 0.192332596 0.830722552 -0.499682838 -0.152398409
1772544716.0742 3.192069000 2.211872000 1.382137000 0.213657194 0.824030239 -0.508019396 -0.131305224
1772544716.1242 3.063867000 2.266296000 1.416706000 0.204673420 0.812015528 -0.536981114 -0.101935556
1772544716.1742 2.852259000 2.329076000 1.428599000 0.129799446 0.828029388 -0.543002471 -0.051650305
1772544716.2242 2.681383000 2.332503000 1.400957000 0.093157328 0.837175081 -0.537442729 -0.040185931
1772544716.2742 2.522946000 2.301262000 1.390794000 0.096063792 0.847728670 -0.520964961 -0.026895350
1772544716.3242 2.408232000 2.295571000 1.381416000 0.096481541 0.859387314 -0.501680599 -0.021478693
1772544716.3742 2.298429000 2.289660000 1.376294000 0.146403219 0.874125536 -0.462087900 -0.030747653
1772544716.4242 2.301754000 2.269299000 1.360183000 0.174518958 0.885466273 -0.427147134 -0.055117506
1772544716.4742 2.424295000 2.232342000 1.334923000 0.244431701 0.876129957 -0.401420961 -0.107287711
1772544716.5242 2.600541000 2.182643000 1.334456000 0.315079389 0.868068182 -0.357103731 -0.140212466
1772544716.5742 2.722160000 2.194780000 1.353762000 0.380008247 0.831971947 -0.360864797 -0.182189487
1772544716.6242 2.876349000 2.217515000 1.363123000 0.462471650 0.776492169 -0.371103075 -0.213219119
1772544716.6742 2.943604000 2.196759000 1.390067000 0.501119731 0.733413194 -0.387508179 -0.246620180
1772544716.7242 2.954690000 2.067783000 1.416968000 0.500529252 0.709190657 -0.416514843 -0.270248896
1772544716.7742 2.945503000 1.964306000 1.437462000 0.510336822 0.675577693 -0.436144366 -0.304842912
1772544716.8242 2.936090000 1.921367000 1.466678000 0.510550293 0.651888469 -0.451066040 -0.333045418
1772544716.8742 2.925619000 1.928367000 1.507767000 0.499491752 0.627761512 -0.486774146 -0.345650697
1772544716.9242 2.927308000 1.945876000 1.538102000 0.496462331 0.600168888 -0.504427783 -0.372659458
1772544716.9742 2.933875000 1.982820000 1.562113000 0.477335335 0.581841613 -0.525465967 -0.396858707
1772544717.0242 2.939943000 1.995057000 1.602371000 0.468911397 0.552067929 -0.545229795 -0.421980538
1772544717.0742 2.919487000 1.997731000 1.597506000 0.485713666 0.540175717 -0.538038650 -0.427559166
1772544717.1242 2.881625000 2.003921000 1.556326000 0.521694948 0.542941980 -0.505549230 -0.421269942
1772544717.1742 2.849481000 1.990504000 1.522129000 0.560947833 0.550986533 -0.452582461 -0.420619168
1772544717.2242 2.775708000 1.972695000 1.461242000 0.560630532 0.588997875 -0.431394392 -0.390734934
1772544717.2742 2.675790000 1.976346000 1.402613000 0.580995399 0.606852276 -0.406448995 -0.359129330
1772544717.3242 2.629115000 1.926027000 1.384049000 0.573390242 0.630095255 -0.388714504 -0.350862701
1772544717.3742 2.562897000 1.844143000 1.374365000 0.613825640 0.591410622 -0.361172651 -0.378161178
1772544717.4242 2.493654000 1.746047000 1.402030000 0.637976532 0.543790242 -0.336008289 -0.429390903
1772544717.4742 2.405827000 1.712601000 1.449563000 0.638253644 0.521707149 -0.318659973 -0.467877930
1772544717.5242 2.285227000 1.699572000 1.512159000 0.639163457 0.460648589 -0.351800384 -0.505479418
1772544717.5742 2.224072000 1.706333000 1.551980000 0.636801089 0.417297096 -0.374308929 -0.529377307
1772544717.6242 2.201349000 1.684551000 1.558411000 0.654046692 0.379857721 -0.354658101 -0.549680515
1772544717.6742 2.150770000 1.512741000 1.490822000 0.702761292 0.363198881 -0.320294604 -0.521176080
1772544717.7242 2.110708000 1.340842000 1.456365000 0.734069453 0.337585759 -0.271669910 -0.522851177
1772544717.7742 2.076598000 1.324059000 1.406677000 0.756956357 0.330315910 -0.227518102 -0.515891448
1772544717.8242 2.010442000 1.285019000 1.347489000 0.762891476 0.335557008 -0.207629993 -0.512140485
1772544717.8742 1.905903000 1.204923000 1.287608000 0.765442167 0.339647329 -0.191684438 -0.511854528
1772544717.9242 1.834338000 1.149472000 1.246368000 0.762147907 0.314943664 -0.152130424 -0.544791144
1772544717.9742 1.802562000 1.141121000 1.235561000 0.770331693 0.280932532 -0.126505246 -0.558267336
1772544718.0242 1.763656000 1.142417000 1.207088000 0.789077138 0.260750710 -0.088236912 -0.549163532
1772544718.0742 1.741399000 1.142566000 1.194020000 0.786320243 0.255746913 -0.054079741 -0.559794045
1772544718.1242 1.742219000 1.145352000 1.191519000 0.785299294 0.259271209 -0.061383888 -0.558851928
1772544718.1742 1.732222000 1.170375000 1.218239000 0.806818035 0.192847338 -0.065038690 -0.554639100
1772544718.2242 1.722920000 1.169294000 1.209193000 0.786039473 0.183610800 -0.050907180 -0.588079485
1772544718.2742 1.717621000 1.166436000 1.206769000 0.786377660 0.195490363 -0.053524579 -0.583548467
1772544718.3242 1.746654000 1.172211000 1.222236000 0.780352810 0.240111342 -0.093244074 -0.569825919
1772544718.3742 1.862227000 1.246118000 1.278016000 0.787689599 0.292583840 -0.140283411 -0.523698727
1772544718.4242 2.042127000 1.381356000 1.355727000 0.788472386 0.327937297 -0.199556473 -0.480568038
1772544718.4742 2.208047000 1.513727000 1.382552000 0.779818243 0.378655305 -0.231166547 -0.441662424
1772544718.5242 2.298559000 1.618421000 1.413833000 0.768675168 0.384246119 -0.259468368 -0.440646766
1772544718.5742 2.328795000 1.722767000 1.391537000 0.775755264 0.384709320 -0.246733051 -0.435115284
1772544718.6242 2.346633000 1.840204000 1.383791000 0.774199548 0.399564309 -0.233670414 -0.431696143
1772544718.6742 2.397629000 1.919132000 1.385873000 0.783533091 0.388403415 -0.242169355 -0.420205528
1772544718.7242 2.528077000 2.035776000 1.380278000 0.775324844 0.404939806 -0.245535031 -0.417860848
1772544718.7742 2.652460000 2.131301000 1.370048000 0.767370203 0.450090108 -0.254688763 -0.379071894
1772544718.8242 2.714783000 2.210253000 1.347780000 0.753936607 0.488819912 -0.263943566 -0.350668618
1772544718.8742 2.789628000 2.362592000 1.342589000 0.756694104 0.499169317 -0.207444163 -0.367710410
1772544718.9242 2.885818000 2.451688000 1.364220000 0.733127646 0.515801065 -0.233575388 -0.376716942
1772544718.9742 3.016780000 2.587732000 1.399101000 0.706700734 0.531987718 -0.271871648 -0.379010484
1772544719.0242 3.066444000 2.660417000 1.480057000 0.655263290 0.529959019 -0.356650948 -0.403204118
1772544719.0742 3.061309000 2.663993000 1.522856000 0.621320814 0.528261800 -0.396664944 -0.421374940
1772544719.1242 3.053478000 2.683001000 1.581887000 0.593938945 0.510561105 -0.419722510 -0.458690421
1772544719.1742 3.060621000 2.664706000 1.626533000 0.577180212 0.486704210 -0.431500825 -0.493749991
1772544719.2242 3.051889000 2.626534000 1.655835000 0.577530246 0.453543195 -0.426384370 -0.528160727
1772544719.2742 3.023470000 2.594483000 1.674845000 0.582569160 0.422305729 -0.417963749 -0.554596565
1772544719.3242 2.978410000 2.563890000 1.703840000 0.597489422 0.390600715 -0.414633321 -0.564372821
1772544719.3742 2.962654000 2.552717000 1.686653000 0.614123181 0.386428325 -0.401610013 -0.558780159
1772544719.4242 2.978495000 2.545681000 1.612413000 0.651743636 0.388488549 -0.385410545 -0.525133880
1772544719.4742 2.999504000 2.533779000 1.526304000 0.688436809 0.393072826 -0.355745337 -0.494968452
1772544719.5242 2.960185000 2.497024000 1.434657000 0.739832688 0.387765331 -0.300651241 -0.460319968
1772544719.5742 2.848419000 2.431573000 1.401276000 0.769609609 0.362287087 -0.264805014 -0.454232782
1772544719.6242 2.711077000 2.370458000 1.356657000 0.807465438 0.342182464 -0.188632179 -0.441959985
1772544719.6742 2.569225000 2.363188000 1.350843000 0.826384233 0.290487377 -0.161665692 -0.454500151
1772544719.7242 2.428845000 2.358109000 1.353591000 0.842954178 0.225278500 -0.139177187 -0.468302852
1772544719.7742 2.315211000 2.280958000 1.355315000 0.863151656 0.160717358 -0.084963416 -0.471084247
1772544719.8242 2.254434000 2.219471000 1.377658000 0.872576315 0.110562762 -0.054287360 -0.472693699
